program,course_languageEn,duration,university_name,ielts,toefl,gpa,fees,college_link
bachelor of business administration (bba),english,3 years,"a c kunhumon haji memorial ica college, thrissur",6.0,92.0,0.0,650.6,https://www.collegesearch.in/colleges/a-c-kunhumon-haji-memorial-ica-college-thrissur
bachelor of engineering,english,4 years,"aalim muhammed salegh college of engineering, chennai",5.925531104850377,80.61120840630473,0.0,2650.6,https://www.collegesearch.in/colleges/aalim-muhammed-salegh-college-of-engineering-chennai
msc energy storage,english,2 years,aalto university,6.0,92.0,0.0,38000.0,https://www.ulster.ac.uk/courses/202526/energy-storage-37007
msc sustainable energy systems,english,2 years,aalto university,6.0,92.0,0.0,38000.0,https://www.ulster.ac.uk/courses/202526/energy-storage-37007
master of business administration(mba),english,2 years,"aam institute of management and research, chennai",5.925531104850377,80.61120840630473,0.0,4518.07,https://www.collegesearch.in/colleges/aam-institute-of-management-and-research-chennai
bachelor of engineering,english,4 years,"aarupadai veedu institute of technology, chennai",5.925531104850377,80.61120840630473,0.0,3614.46,https://www.collegesearch.in/colleges/aarupadai-veedu-institute-of-technology-chennai
master of business administration(mba),english,2 years,"aarupadai veedu institute of technology, chennai",5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/colleges/aarupadai-veedu-institute-of-technology-chennai
master of engineering,english,2 years,"aarupadai veedu institute of technology, chennai",5.925531104850377,80.61120840630473,0.0,963.86,https://www.collegesearch.in/colleges/aarupadai-veedu-institute-of-technology-chennai
certificate program in human resources,english,2 years,"abc, gurgaon",5.925531104850377,80.61120840630473,0.0,1614.46,https://www.collegesearch.in/colleges/abc-gurgaon
bachelor of technology (b.tech),english,4 years,abdul kalam institute of technology and science,5.925531104850377,80.61120840630473,0.0,2072.29,https://www.collegesearch.in/colleges/abdul-kalam-institute-of-technology-and-science
master of business administration(mba),english,2 years,abdul kalam institute of technology and science,5.925531104850377,80.61120840630473,0.0,963.86,https://www.collegesearch.in/colleges/abdul-kalam-institute-of-technology-and-science
master of technology (m.tech),english,2 years,abdul kalam institute of technology and science,5.925531104850377,80.61120840630473,0.0,1445.78,https://www.collegesearch.in/colleges/abdul-kalam-institute-of-technology-and-science
master of business administration(mba),english,2 years,"abdul quadir jeelani centre for pg studies, visakhapatnam",5.925531104850377,80.61120840630473,0.0,1084.34,https://www.collegesearch.in/colleges/abdul-quadir-jeelani-centre-for-pg-studies-visakhapatnam
bachelor of business administration (bba),english,3 years,"abeda inamdar senior college for girls, pune",5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/colleges/abeda-inamdar-senior-college-for-girls-pune
bachelor of technology (b.tech),english,4 years,"abes engineering college, ghaziabad",5.925531104850377,80.61120840630473,0.0,3874.7,https://www.collegesearch.in/colleges/abes-engineering-college-ghaziabad
master of business administration(mba),english,2 years,"abes engineering college, ghaziabad",5.925531104850377,80.61120840630473,0.0,1937.35,https://www.collegesearch.in/colleges/abes-engineering-college-ghaziabad
master of technology (m.tech),english,2 years,"abes engineering college, ghaziabad",5.925531104850377,80.61120840630473,0.0,1937.35,https://www.collegesearch.in/colleges/abes-engineering-college-ghaziabad
bba in hospital management,english,3 years,"abhi institute of business studies, delhi",5.925531104850377,80.61120840630473,0.0,2048.19,https://www.collegesearch.in/colleges/abhi-institute-of-business-studies
bachelor of business administration (bba),english,3 years,"abhijit kadam institute of management & social sciences, solapur",5.925531104850377,80.61120840630473,0.0,722.89,https://www.collegesearch.in/colleges/abhijit-kadam-institute-of-management-social-sciences-solapur
master of business administration(mba),english,2 years,"abhijit kadam institute of management & social sciences, solapur",5.925531104850377,80.61120840630473,0.0,1807.23,https://www.collegesearch.in/colleges/abhijit-kadam-institute-of-management-social-sciences-solapur
master of business administration(mba),english,2 years,"abhinav education societys institute of management and research, pune",5.925531104850377,80.61120840630473,0.0,1903.61,https://www.collegesearch.in/colleges/abhinav-education-societys-institute-of-management-and-research-pune
bachelor of technology (b.tech),english,4 years,"abhinav hi-tech college of engineering & technology, hyderabad",5.925531104850377,80.61120840630473,0.0,2115.66,https://www.collegesearch.in/colleges/abhinav-hi-tech-college-of-engineering-technology-hyderabad
master of business administration(mba),english,2 years,"abhinav hi-tech college of engineering & technology, hyderabad",5.925531104850377,80.61120840630473,0.0,1055.42,https://www.collegesearch.in/colleges/abhinav-hi-tech-college-of-engineering-technology-hyderabad
master of technology (m.tech),english,2 years,"abhinav hi-tech college of engineering & technology, hyderabad",5.925531104850377,80.61120840630473,0.0,1373.49,https://www.collegesearch.in/colleges/abhinav-hi-tech-college-of-engineering-technology-hyderabad
bba(hons),english,3 years,"abs academy, durgapur",5.925531104850377,80.61120840630473,0.0,1861.45,https://www.collegesearch.in/colleges/abs-academy-durgapur
master of business administration(mba),english,2 years,"abs academy, durgapur",5.925531104850377,80.61120840630473,0.0,3463.86,https://www.collegesearch.in/colleges/abs-academy-durgapur
bachelor of engineering,english,4 years,"ac college of engineering & technology, karaikudi",5.925531104850377,80.61120840630473,0.0,559.94,https://www.collegesearch.in/colleges/ac-college-of-engineering-technology
master of engineering,english,2 years,"ac college of engineering & technology, karaikudi",5.925531104850377,80.61120840630473,0.0,208.73,https://www.collegesearch.in/colleges/ac-college-of-engineering-technology
bachelor of engineering,english,4 years,"ac patil college of engineering, mumbai",5.925531104850377,80.61120840630473,0.0,4530.12,https://www.collegesearch.in/colleges/ac-patil-college-of-engineering-mumbai
master in management studies (mms),english,2 years,"ac patil college of engineering, mumbai",5.925531104850377,80.61120840630473,0.0,2204.82,https://www.collegesearch.in/colleges/ac-patil-college-of-engineering-mumbai
master of engineering,english,2 years,"ac patil college of engineering, mumbai",5.925531104850377,80.61120840630473,0.0,2301.2,https://www.collegesearch.in/colleges/ac-patil-college-of-engineering-mumbai
ba acting,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba art education,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba art history,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba communications & media technologies,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba fine art,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba illustration,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba industrial design,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba jewelry & metal arts,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba music production & sound design for visual media,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba photography,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba television & digital media,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba visual development,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ba writing for film,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
bsc advertising,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
bsc animation & visual effects,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
bsc architecture,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
bsc game development,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
bsc graphic design,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
bsc interaction & ui/ux design,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
bsc interior architecture & design,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
bsc landscape architecture,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
bsc motion pictures & television,english,4 years,academy of art university,6.0,79.0,0.0,161472.0,https://www.academyart.edu/
ma ai marketing and design degree,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma acting,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma advanced architectural design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma advanced architectural design 1,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma advertising,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma animation & visual effects,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma communications & media technologies,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma costume design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma fashion art direction,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma fashion marketing,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma fashion merchandising,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma fine art,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma game development,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma graphic design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma industrial design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma interaction & ui/ux design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma interior architecture & design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma ma mfa-interaction & ui/ux design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-advertising,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-costume design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-fashion marketing & brand management,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-fashion merchandising & management,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-fashion product development,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-game development,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-graphic design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-interior architecture & design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-motion pictures & television,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-photography,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-school of writing for film,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma mfa-television & digital media,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma master of architecture track,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma master of fine arts degree,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma photography,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
ma product design,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
msc architecture,english,4 years,academy of art university,6.0,79.0,0.0,132984.0,https://www.academyart.edu/
master of business administration(mba),not specified,2 years,academy of business administration,5.925531104850377,80.61120840630473,0.0,1831.33,https://www.collegesearch.in/colleges/academy-of-business-administration
master in tourism administration,not specified,2 years,"academy of business management tourism and research, bangalore",5.925531104850377,80.61120840630473,0.0,2710.84,https://www.collegesearch.in/colleges/academy-of-business-management-tourism-and-research-bangalore
bachelor of business administration (bba),not specified,3 years,"academy of event planning, delhi",5.925531104850377,80.61120840630473,0.0,4276.43,https://www.collegesearch.in/colleges/academy-of-event-planning
master of business administration(mba),not specified,2 years,"academy of event planning, delhi",5.925531104850377,80.61120840630473,0.0,4158.43,https://www.collegesearch.in/colleges/academy-of-event-planning
bachelor of business administration (bba),not specified,3 years,"academy of management studies, dehradun",5.925531104850377,80.61120840630473,0.0,1212.65,https://www.collegesearch.in/colleges/academy-of-management-studies-dehradun
master of business administration(mba),not specified,2 years,"academy of management studies, dehradun",5.925531104850377,80.61120840630473,0.0,2639.16,https://www.collegesearch.in/colleges/academy-of-management-studies-dehradun
bachelor of engineering,not specified,4 years,"academy of maritime education and training university, chennai",5.925531104850377,80.61120840630473,0.0,14096.39,https://www.collegesearch.in/university/academy-of-maritime-education-and-training-university-chennai
bachelor of technology (b.tech),not specified,4 years,"academy of technology - hugli, hugli",5.925531104850377,80.61120840630473,0.0,4000.0,https://www.collegesearch.in/colleges/academy-of-technology-hugli
ba canadian studies,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba classical studies,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba economics,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba education,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba english,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba environmental and sustainability studies,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba french,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba german,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba history,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba law and society,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba music,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba philosophy,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba politics,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba psychology,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba sociology,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba theatre,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ba women's and gender studies,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bba business administration,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc biology,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc bioscience,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc chemistry,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc community development,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc computer science,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc engineering and applied science,english,3 years,acadia university,6.0,93.0,0.0,188250.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc environmental geoscience,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc environmental science,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc environmental science,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc geology,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc kinesiology,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc mathematics education,english,5 years,acadia university,6.0,93.0,0.0,313750.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc mathematics and statistics,english,5 years,acadia university,6.0,93.0,0.0,313750.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc nursing,english,3 years,acadia university,6.0,93.0,0.0,188250.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc nutrition and dietetics,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc physics,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc psychology,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc pure and applied science,english,4 years,acadia university,6.0,93.0,0.0,251000.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
bsc theology,english,4 years,acadia university,6.0,93.0,0.0,95892.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ma community development,english,2 years,acadia university,6.0,93.0,0.0,48466.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ma divinty,english,4 years,acadia university,6.0,93.0,0.0,96932.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ma education,english,2 years,acadia university,6.0,93.0,0.0,48466.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ma english,english,1 years,acadia university,6.0,93.0,0.0,24233.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ma kinesiology,english,2 years,acadia university,6.0,93.0,0.0,48466.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ma ministry,english,4 years,acadia university,6.0,93.0,0.0,96932.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ma political science,english,1 years,acadia university,6.0,93.0,0.0,24233.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ma social & political thought,english,2 years,acadia university,6.0,93.0,0.0,48466.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
ma sociology,english,1 years,acadia university,6.0,93.0,0.0,24233.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
msc applied geomatics,english,2 years,acadia university,6.0,93.0,0.0,33762.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
msc biology,english,2 years,acadia university,6.0,93.0,0.0,33762.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
msc chemistry,english,2 years,acadia university,6.0,93.0,0.0,33762.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
msc computer science,english,2 years,acadia university,6.0,93.0,0.0,33762.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
msc environmental science,english,2 years,acadia university,6.0,93.0,0.0,33762.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
msc geology,english,2 years,acadia university,6.0,93.0,0.0,33762.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
msc mathematics & statistics,english,2 years,acadia university,6.0,93.0,0.0,33762.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
msc psychology,english,2 years,acadia university,6.0,93.0,0.0,33762.0,https://collegedunia.com/canada/university/13-acadia-university-wolfville
post graduate diploma in management - pgdm,not specified,2 years,"accman institute of management, greater noida",5.925531104850377,80.61120840630473,0.0,6265.06,https://www.collegesearch.in/colleges/accman-institute-of-management-greater-noida
bachelor of business administration (bba),not specified,3 years,"accurate group of institutions, greater noida",5.925531104850377,80.61120840630473,0.0,2819.28,https://www.collegesearch.in/colleges/accurate-group-of-institutions-greater-noida
bachelor of technology (b.tech),not specified,4 years,"accurate group of institutions, greater noida",5.925531104850377,80.61120840630473,0.0,5722.89,https://www.collegesearch.in/colleges/accurate-group-of-institutions-greater-noida
post graduate diploma in management - pgdm,not specified,2 years,"accurate group of institutions, greater noida",5.925531104850377,80.61120840630473,0.0,7228.92,https://www.collegesearch.in/colleges/accurate-group-of-institutions-greater-noida
bachelor of technology (b.tech),not specified,4 years,"ace engineering college, hyderabad",5.925531104850377,80.61120840630473,0.0,3542.17,https://www.collegesearch.in/colleges/ace-engineering-college
post graduate diploma in management - pgdm,not specified,2 years,"aceas management studies, ahmedabad",5.925531104850377,80.61120840630473,0.0,1204.82,https://www.collegesearch.in/colleges/aceas-management-studies-ahmedabad
post graduate diploma in management - pgdm,not specified,2 years,"acharya bangalore business school (abbs), bangalore",5.925531104850377,80.61120840630473,0.0,8710.84,https://www.collegesearch.in/colleges/abbs-school-of-management-bangalore
b.tech agricultural engineering,not specified,4 years,"acharya ng ranga agricultural university, guntur",5.925531104850377,80.61120840630473,0.0,1253.01,https://www.collegesearch.in/university/acharya-ng-ranga-agricultural-university
bachelor of business management (bbm),not specified,3 years,"acharya shree nahesh samta mahavidhyalaya, chittorgarh",5.925531104850377,80.61120840630473,0.0,530.12,https://www.collegesearch.in/colleges/acharya-shree-nahesh-samta-mahavidhyalaya
master of business administration(mba),not specified,2 years,"acliv technology and management academy (atma), bangalore",5.925531104850377,80.61120840630473,0.0,2342.17,https://www.collegesearch.in/colleges/acliv-technology-and-management-academy-atma-bangalore
bachelor of technology (b.tech),not specified,4 years,"acme college of engineering, ghaziabad",5.925531104850377,80.61120840630473,0.0,6506.02,https://www.collegesearch.in/colleges/acme-college-of-engineering-ghaziabad
bachelor of technology (b.tech),not specified,4 years,"acn college of engineering & management studies, aligarh",5.925531104850377,80.61120840630473,0.0,3108.43,https://www.collegesearch.in/colleges/acn-college-of-engineering-management-studies-aligarh
bachelor of technology (b.tech),not specified,4 years,"ad patel institute of technology, anand",5.925531104850377,80.61120840630473,0.0,3855.42,https://www.collegesearch.in/colleges/ad-patel-institute-of-technology-anand
master of engineering,not specified,2 years,"ad patel institute of technology, anand",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/ad-patel-institute-of-technology-anand
master of business administration(mba),not specified,2 years,"adaikala matha institute of management, trichy",5.925531104850377,80.61120840630473,0.0,848.67,https://www.collegesearch.in/colleges/adaikala-matha-institute-of-management
master of business administration(mba),not specified,2 years,"adam&rsquo;s engineering college, khammam",5.925531104850377,80.61120840630473,0.0,1084.34,https://www.collegesearch.in/colleges/adams-engineering-college
post graduate diploma in management - pgdm,not specified,2 years,"adani institute of digital technology management, ahmedabad",5.925531104850377,80.61120840630473,0.0,12663.86,https://www.collegesearch.in/colleges/adani-institute-of-digital-technology-management
bachelor of engineering,not specified,4 years,"adani institute of infrastructure engineering (aiie), ahmedabad",5.925531104850377,80.61120840630473,0.0,7156.63,https://www.collegesearch.in/colleges/adani-institute-of-infrastructure-engineering-aiie-ahmedabad
post graduate diploma in management - pgdm,not specified,2 years,"adani institute of infrastructure management (aiim), ahmedabad",5.925531104850377,80.61120840630473,0.0,9156.63,https://www.collegesearch.in/colleges/adani-institute-of-infrastructure-management-aiim-ahmedabad
master of business administration (mba)/ post graduate diploma in management (pgdm),not specified,2 years,"adarsh institute of management & information technology, bangalore",5.925531104850377,80.61120840630473,0.0,5421.69,https://www.collegesearch.in/colleges/adarsh-institute-of-management-information-technology-bangalore
master of business administration(mba),not specified,2 years,"adarsh pg college of computer science, hyderabad",5.925531104850377,80.61120840630473,0.0,867.47,https://www.collegesearch.in/colleges/adarsh-pg-college-of-computer-science
post graduate diploma in business adminstration,not specified,2 years,"adarsha institute of management, bangalore",5.925531104850377,80.61120840630473,0.0,2891.57,https://www.collegesearch.in/colleges/adarsha-institute-of-management
ba anthropology,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba art history,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba art and design education,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba communications,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba criminal justice,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba dance,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba economics,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba english,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba environmental studies,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba finance,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba french,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba graphic design,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba history,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba information systems,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba interdisciplinary studies,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba international studies,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba international studies: business,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba international studies: political science,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba latin american studies,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba management,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba marketing,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba music,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba music education,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba philosophy,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba political science,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba psychology,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba social work,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba sociology,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba spanish,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba sport management,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba studio art,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba theater arts: acting,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
ba theater arts: design/technology,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc accounting,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc biochemistry,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc biology,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc business: undecided,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc chemistry,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc communication sciences and disorders,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc computer science,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
bsc exercise science,english,4 years,adelphi university,6.0,80.0,0.0,179304.0,https://www.adelphi.edu/
