program,course_languageEn,duration,university_name,ielts,toefl,gpa,fees,college_link
master of business administration(mba),not specified,2 years,"rajasthan university (uniraj), jaipur",5.925531104850377,80.61120840630473,0.0,132.53,https://www.collegesearch.in/university/university-of-rajasthan-ru-jaipur
master of engineering (honours),not specified,2 years,"rajasthan university (uniraj), jaipur",5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/university/university-of-rajasthan-ru-jaipur
master of business administration(mba),not specified,2 years,"rajdhani college of engineering & management, bhubaneswar",5.925531104850377,80.61120840630473,0.0,2048.19,https://www.collegesearch.in/colleges/rajdhani-college-of-engineering-management-bhubaneswar
bachelor of technology (b.tech),not specified,4 years,"rajdhani institute of technology and management, jaipur",5.925531104850377,80.61120840630473,0.0,6355.42,https://www.collegesearch.in/colleges/rajdhani-institute-of-technology-and-management-jaipur
bachelor of technology (b.tech),not specified,4 years,"rajeev gandhi memorial college of engineering and technology (rgmcet), kurnool",5.925531104850377,80.61120840630473,0.0,1455.42,https://www.collegesearch.in/colleges/rajeev-gandhi-memorial-college-of-engineering-and-technology-rgmcet-kurnool
master of technology (m.tech),not specified,2 years,"rajeev gandhi memorial college of engineering and technology (rgmcet), kurnool",5.925531104850377,80.61120840630473,0.0,664.46,https://www.collegesearch.in/colleges/rajeev-gandhi-memorial-college-of-engineering-and-technology-rgmcet-kurnool
bachelor of engineering,not specified,4 years,"rajendra mane college of engineering & technology, ratnagiri",5.925531104850377,80.61120840630473,0.0,3406.75,https://www.collegesearch.in/colleges/rajendra-mane-college-of-engineering-technology-ratnagiri
master of business administration(mba),not specified,2 years,rajgad institute of management research and development,5.925531104850377,80.61120840630473,0.0,1648.19,https://www.collegesearch.in/colleges/rajgad-institute-of-management-research-and-development
master of business administration(mba),not specified,2 years,"rajiv gandhi business school, pune",5.925531104850377,80.61120840630473,0.0,3614.46,https://www.collegesearch.in/colleges/rajiv-gandhi-business-school-pune
master of business administration(mba),not specified,2 years,"rajiv gandhi institute of management & science, kakinada",5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/colleges/rajiv-gandhi-institute-of-management-science-kakinada
bachelor of technology (b.tech),not specified,4 years,rajiv gandhi institute of petroleum technology,5.925531104850377,80.61120840630473,0.0,5457.83,https://www.collegesearch.in/colleges/rajiv-gandhi-institute-of-petroleum-technology
master of business administration(mba),not specified,2 years,rajiv gandhi institute of petroleum technology,5.925531104850377,80.61120840630473,0.0,3614.46,https://www.collegesearch.in/colleges/rajiv-gandhi-institute-of-petroleum-technology
bachelor of technology (b.tech),not specified,4 years,"rajiv gandhi institute of technology (rit), kottayam",5.925531104850377,80.61120840630473,0.0,391.57,https://www.collegesearch.in/colleges/rajiv-gandhi-institute-of-technology-rit-kottayam
bachelor of engineering,not specified,4 years,"rajiv gandhi institute of technology - rgit, mumbai",5.925531104850377,80.61120840630473,0.0,3759.04,https://www.collegesearch.in/colleges/rajiv-gandhi-institute-of-technology-rgit-mumbai
master in management studies (mms),not specified,2 years,"rajiv gandhi institute of technology - rgit, mumbai",5.925531104850377,80.61120840630473,0.0,2665.72,https://www.collegesearch.in/colleges/rajiv-gandhi-institute-of-technology-rgit-mumbai
master of engineering,not specified,2 years,"rajiv gandhi institute of technology - rgit, mumbai",5.925531104850377,80.61120840630473,0.0,1469.88,https://www.collegesearch.in/colleges/rajiv-gandhi-institute-of-technology-rgit-mumbai
master of technology (m.tech),not specified,2 years,"rajiv gandhi university of knowledge technology - basara, hyderabad",5.925531104850377,80.61120840630473,0.0,120.48,https://www.collegesearch.in/university/rajiv-gandhi-university-of-knowledge-technology-basara-hyderabad
b.tech - cse in association with ibm,not specified,4 years,"rajkiya engineering college, kanpur",5.925531104850377,80.61120840630473,0.0,2674.7,https://www.collegesearch.in/colleges/rajkiya-engineering-college
bachelor of technology (b.tech),not specified,4 years,"rajkiya engineering college, kanpur",5.925531104850377,80.61120840630473,0.0,2680.72,https://www.collegesearch.in/colleges/rajkiya-engineering-college
bachelor of technology (b.tech),not specified,4 years,"rajshree institute of management and technology (rimt), bareilly",5.925531104850377,80.61120840630473,0.0,2409.64,https://www.collegesearch.in/colleges/rajshree-institute-of-management-and-technology-rimt-bareilly
master of business administration(mba),not specified,2 years,"rajshree institute of management and technology (rimt), bareilly",5.925531104850377,80.61120840630473,0.0,1204.82,https://www.collegesearch.in/colleges/rajshree-institute-of-management-and-technology-rimt-bareilly
master of technology (m.tech),not specified,2 years,"rajshree institute of management and technology (rimt), bareilly",5.925531104850377,80.61120840630473,0.0,1204.82,https://www.collegesearch.in/colleges/rajshree-institute-of-management-and-technology-rimt-bareilly
bachelor of business administration (bba),not specified,3 years,"ram devi jindal group of professional institutes, mohali",5.925531104850377,80.61120840630473,0.0,1120.48,https://www.collegesearch.in/colleges/ram-devi-jindal-group-of-professional-institutes-mohali
bachelor of technology (b.tech),not specified,4 years,"ram devi jindal group of professional institutes, mohali",5.925531104850377,80.61120840630473,0.0,3373.49,https://www.collegesearch.in/colleges/ram-devi-jindal-group-of-professional-institutes-mohali
master of business administration(mba),not specified,2 years,"ram devi jindal group of professional institutes, mohali",5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/colleges/ram-devi-jindal-group-of-professional-institutes-mohali
master of business administration(mba),not specified,2 years,ram narayan institute of management & technology,5.925531104850377,80.61120840630473,0.0,1325.3,https://www.collegesearch.in/colleges/ram-narayan-institute-of-management-technology
bachelor of business administration (bba),not specified,3 years,"ram prasad bismil memorial degree college, lucknow",5.925531104850377,80.61120840630473,0.0,1807.23,https://www.collegesearch.in/colleges/ram-prasad-bismil-memorial-degree-college-lucknow
bachelor of business administration (bba),not specified,3 years,"rama degree college, lucknow",5.925531104850377,80.61120840630473,0.0,1385.54,https://www.collegesearch.in/colleges/rama-degree-college-lucknow
bachelor of business administration (bba),not specified,3 years,rama institute of higher education,5.925531104850377,80.61120840630473,0.0,542.17,https://www.collegesearch.in/colleges/rama-institute-of-higher-education
bachelor of technology (b.tech),not specified,4 years,"rama university, kanpur",5.925531104850377,80.61120840630473,0.0,7469.88,https://www.collegesearch.in/colleges/rama-university-kanpur
master of technology (m.tech),not specified,2 years,"rama university, kanpur",5.925531104850377,80.61120840630473,0.0,3012.05,https://www.collegesearch.in/colleges/rama-university-kanpur
master of business administration(mba),not specified,2 years,"ramachandran international institute of management (riim), pune",5.925531104850377,80.61120840630473,0.0,6506.02,https://www.collegesearch.in/colleges/ramachandran-international-institute-of-management-riim-pune
post graduate diploma in management - pgdm,not specified,2 years,"ramaiah institute of management studies and sciences - [rims], bangalore",5.925531104850377,80.61120840630473,0.0,8289.16,https://www.collegesearch.in/colleges/ramaiah-institute-of-management-studies-rims-bangalore
master of business administration(mba),not specified,2 years,"ramanujan college of management, faridabad",5.925531104850377,80.61120840630473,0.0,3421.69,https://www.collegesearch.in/colleges/ramanujan-college-of-management-faridabad
bachelor of engineering,not specified,4 years,"ramco institute of technology, virudhunagar",5.925531104850377,80.61120840630473,0.0,2409.64,https://www.collegesearch.in/colleges/ramco-institute-of-technology
bachelor of business administration (bba),not specified,3 years,"ramesh chand institute of management (rcim), ghaziabad",5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/colleges/ramesh-chand-institute-of-management-rcim-ghaziabad
post graduate diploma in management - pgdm,not specified,2 years,"ramesh chand institute of management (rcim), ghaziabad",5.925531104850377,80.61120840630473,0.0,2168.67,https://www.collegesearch.in/colleges/ramesh-chand-institute-of-management-rcim-ghaziabad
bachelor of technology (b.tech),not specified,4 years,"rameshwaram institute of technology & management, lucknow",5.925531104850377,80.61120840630473,0.0,2920.48,https://www.collegesearch.in/colleges/rameshwaram-institute-of-technology-management-lucknow
bms,not specified,3 years,"ramniranjan j college, mumbai",5.925531104850377,80.61120840630473,0.0,203.8,https://www.collegesearch.in/colleges/ramniranjan-j-college-mumbai
bachelor of management studies (hons),not specified,3 years,"ramniranjan jhunjhunwala college mumbai, mumbai",5.925531104850377,80.61120840630473,0.0,603.98,https://www.collegesearch.in/colleges/ramniranjan-jhunjhunwala-college-mumbai
bachelor of engineering,not specified,4 years,"ramoti devi institute of engineering, ujjain",5.925531104850377,80.61120840630473,0.0,2240.96,https://www.collegesearch.in/colleges/ramoti-devi-institute-of-engineering-ujjain
bachelor of engineering,not specified,4 years,"ranipettai engineering college, vellore",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/ranipettai-engineering-college-vellore
bachelor of technology (b.tech),not specified,4 years,"rao bahadur y mahabaleshwarappa engineering college, bellary",5.925531104850377,80.61120840630473,0.0,1855.42,https://www.collegesearch.in/colleges/rao-bahadur-y-mahabaleshwarappa-engineering-college-bellary
master of business administration(mba),not specified,2 years,"rao bahadur y mahabaleshwarappa engineering college, bellary",5.925531104850377,80.61120840630473,0.0,1204.82,https://www.collegesearch.in/colleges/rao-bahadur-y-mahabaleshwarappa-engineering-college-bellary
master of technology (m.tech),not specified,2 years,"rao bahadur y mahabaleshwarappa engineering college, bellary",5.925531104850377,80.61120840630473,0.0,7951.81,https://www.collegesearch.in/colleges/rao-bahadur-y-mahabaleshwarappa-engineering-college-bellary
post graduate diploma in management - pgdm,not specified,2 years,ratan global business school,5.925531104850377,80.61120840630473,0.0,3614.46,https://www.collegesearch.in/colleges/ratan-global-business-school
bba logistic,not specified,3 years,"rathinam college of arts & science, coimbatore",5.925531104850377,80.61120840630473,0.0,3349.4,https://www.collegesearch.in/colleges/rathinam-college-of-arts-science-coimbatore
bachelor of business administration (ca),not specified,3 years,"rathinam group of institutions, coimbatore",5.925531104850377,80.61120840630473,0.0,3253.01,https://www.collegesearch.in/colleges/rathinam-group-of-institutions
bachelor of technology (b.tech),not specified,4 years,"rathinam group of institutions, coimbatore",5.925531104850377,80.61120840630473,0.0,5349.4,https://www.collegesearch.in/colleges/rathinam-group-of-institutions
master of business administration(mba),not specified,2 years,"rathinam group of institutions, coimbatore",5.925531104850377,80.61120840630473,0.0,3614.46,https://www.collegesearch.in/colleges/rathinam-group-of-institutions
master of technology (m.tech),not specified,2 years,"rathinam group of institutions, coimbatore",5.925531104850377,80.61120840630473,0.0,987.95,https://www.collegesearch.in/colleges/rathinam-group-of-institutions
master of business administration(mba),not specified,2 years,"rathinam institute of management, coimbatore",5.925531104850377,80.61120840630473,0.0,3614.46,https://www.collegesearch.in/colleges/rathinam-institute-of-management-coimbatore
bachelor of engineering,not specified,4 years,"rathinam technical campus, coimbatore",5.925531104850377,80.61120840630473,0.0,3759.04,https://www.collegesearch.in/colleges/rathinam-technical-campus-coimbatore
bms,not specified,3 years,"ratnam college of arts science and commerce, mumbai",5.925531104850377,80.61120840630473,0.0,213.96,https://www.collegesearch.in/colleges/ratnam-college-of-arts-science-and-commerce-mumbai
bachelor of business administration (bba),not specified,3 years,rattan institute of technology & management,5.925531104850377,80.61120840630473,0.0,3216.87,https://www.collegesearch.in/colleges/rattan-institute-of-technology-management
bachelor of technology (b.tech),not specified,4 years,rattan institute of technology & management,5.925531104850377,80.61120840630473,0.0,6457.83,https://www.collegesearch.in/colleges/rattan-institute-of-technology-management
master of business administration(mba),not specified,2 years,rattan institute of technology & management,5.925531104850377,80.61120840630473,0.0,2867.47,https://www.collegesearch.in/colleges/rattan-institute-of-technology-management
master of business administration(mba),not specified,2 years,"ravenshaw university, cuttack",5.925531104850377,80.61120840630473,0.0,4120.48,https://www.collegesearch.in/university/ravenshaw-university-cuttack
bachelor of technology (b.tech),not specified,4 years,"rawal institute of engineering & technology, faridabad",5.925531104850377,80.61120840630473,0.0,4842.77,https://www.collegesearch.in/colleges/rawal-institute-of-engineering-technology-faridabad
master of technology (m.tech),not specified,2 years,"rawal institute of engineering & technology, faridabad",5.925531104850377,80.61120840630473,0.0,2196.99,https://www.collegesearch.in/colleges/rawal-institute-of-engineering-technology-faridabad
bachelor of business administration (bba),not specified,3 years,"rawal institute of management, faridabad",5.925531104850377,80.61120840630473,0.0,4951.81,https://www.collegesearch.in/colleges/rawal-institute-of-management-faridabad
master of business administration(mba),not specified,2 years,"rawal institute of management, faridabad",5.925531104850377,80.61120840630473,0.0,6265.06,https://www.collegesearch.in/colleges/rawal-institute-of-management-faridabad
bachelor of business administration (bba),not specified,3 years,"rayat bahra institute of management, hosiarpur",5.925531104850377,80.61120840630473,0.0,1445.78,https://www.collegesearch.in/colleges/rayat-bahra-institute-of-management
master of business administration(mba),not specified,2 years,"rayat bahra institute of management, hosiarpur",5.925531104850377,80.61120840630473,0.0,2168.67,https://www.collegesearch.in/colleges/rayat-bahra-institute-of-management
bachelor of business administration (bba),not specified,3 years,"rayat bahra university, mohali",5.925531104850377,80.61120840630473,0.0,843.37,https://www.collegesearch.in/university/rayat-bahra-university-mohali
bachelor of engineering (cse),not specified,4 years,"rayat bahra university, mohali",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/university/rayat-bahra-university-mohali
master of business administration(mba),not specified,2 years,"rayat bahra university, mohali",5.925531104850377,80.61120840630473,0.0,1807.23,https://www.collegesearch.in/university/rayat-bahra-university-mohali
master of technology (m.tech),not specified,2 years,"rayat bahra university, mohali",5.925531104850377,80.61120840630473,0.0,1084.34,https://www.collegesearch.in/university/rayat-bahra-university-mohali
bachelor of technology (b.tech),not specified,4 years,"rayat institute of engineering & information technology, chandigarh",5.925531104850377,80.61120840630473,0.0,5542.17,https://www.collegesearch.in/colleges/rayat-institute-of-engineering-information-technology
master of business administration(mba),not specified,2 years,"rayat institute of engineering & information technology, chandigarh",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/rayat-institute-of-engineering-information-technology
master of technology (m.tech),not specified,2 years,"rayat institute of engineering & information technology, chandigarh",5.925531104850377,80.61120840630473,0.0,1590.96,https://www.collegesearch.in/colleges/rayat-institute-of-engineering-information-technology
bachelor of business administration (bba),not specified,3 years,"rayat shikshan sansthas balwant college - vita, sangli",5.925531104850377,80.61120840630473,0.0,177.11,https://www.collegesearch.in/colleges/rayat-shikshan-sansthas-balwant-college-vita-sangli
bachelor of business administration (bba),not specified,3 years,"rbs college, agra",5.925531104850377,80.61120840630473,0.0,433.73,https://www.collegesearch.in/colleges/rbs-college-agra
bachelor of technology (b.tech),not specified,4 years,"rbs engineering technical campus, agra",5.925531104850377,80.61120840630473,0.0,5662.65,https://www.collegesearch.in/colleges/rbs-engineering-technical-campus-agra
master of technology (m.tech),not specified,2 years,"rbs engineering technical campus, agra",5.925531104850377,80.61120840630473,0.0,2867.47,https://www.collegesearch.in/colleges/rbs-engineering-technical-campus-agra
bachelor of technology (b.tech),not specified,4 years,"rc patel institute of pharmaceutical education & research, dhule",5.925531104850377,80.61120840630473,0.0,361.45,https://www.collegesearch.in/colleges/rc-patel-institute-of-pharmaceutical-education-research-dhule
bachelor of technology (b.tech),not specified,4 years,"rcc institute of information technology - (rcciit), kolkata",5.925531104850377,80.61120840630473,0.0,4449.4,https://www.collegesearch.in/colleges/rcc-institute-of-information-technology-kolkata
master of technology (m.tech),not specified,2 years,"rcc institute of information technology - (rcciit), kolkata",5.925531104850377,80.61120840630473,0.0,949.4,https://www.collegesearch.in/colleges/rcc-institute-of-information-technology-kolkata
bachelor of technology (b.tech),not specified,4 years,regency institute of technology,5.925531104850377,80.61120840630473,0.0,3542.17,https://www.collegesearch.in/colleges/regency-institute-of-technology
master of business administration(mba),not specified,2 years,regency institute of technology,5.925531104850377,80.61120840630473,0.0,1951.81,https://www.collegesearch.in/colleges/regency-institute-of-technology
master of technology (m.tech),not specified,2 years,regency institute of technology,5.925531104850377,80.61120840630473,0.0,1831.33,https://www.collegesearch.in/colleges/regency-institute-of-technology
bachelor of business administration (bba),not specified,3 years,"regenesys business school, mumbai",5.925531104850377,80.61120840630473,0.0,15662.64,https://www.collegesearch.in/colleges/regenesys-business-school-mumbai
mba + pgdbm,not specified,2 years,"regenesys business school, mumbai",5.925531104850377,80.61120840630473,0.0,13313.25,https://www.collegesearch.in/colleges/regenesys-business-school-mumbai
bachelor of technology (b.tech),not specified,4 years,"regional college for education research & technology, jaipur",5.925531104850377,80.61120840630473,0.0,3373.49,https://www.collegesearch.in/colleges/regional-college-for-education-research-technology-jaipur
bachelor of business administration (bba),not specified,3 years,"regional college of management, bangalore",5.925531104850377,80.61120840630473,0.0,4759.04,https://www.collegesearch.in/colleges/regional-college-of-management-bangalore
mba (dual specialisation),not specified,2 years,"regional college of management, bangalore",5.925531104850377,80.61120840630473,0.0,9518.07,https://www.collegesearch.in/colleges/regional-college-of-management-bangalore
bachelor of business administration (bba),not specified,3 years,"regional college of management, bhubaneswar",5.925531104850377,80.61120840630473,0.0,2530.12,https://www.collegesearch.in/colleges/regional-college-of-management-bhubaneswar
master of business administration(mba),not specified,2 years,"regional college of management, bhubaneswar",5.925531104850377,80.61120840630473,0.0,3566.27,https://www.collegesearch.in/colleges/regional-college-of-management-bhubaneswar
bachelor of business administration (bba),not specified,3 years,"regional group of institutions, gurgaon",5.925531104850377,80.61120840630473,0.0,3012.05,https://www.collegesearch.in/colleges/regional-group-of-institutions-gurgaon
master of business administration(mba),not specified,2 years,"regional group of institutions, gurgaon",5.925531104850377,80.61120840630473,0.0,3253.01,https://www.collegesearch.in/colleges/regional-group-of-institutions-gurgaon
master of business administration(mba),not specified,2 years,regional institute of management and technology,5.925531104850377,80.61120840630473,0.0,2216.87,https://www.collegesearch.in/colleges/regional-institute-of-management-and-technology
bachelor of business administration (bba),not specified,1 year,"renaissance university, indore",5.925531104850377,80.61120840630473,0.0,903.61,https://www.collegesearch.in/colleges/renaissance-university
master of business administration(mba),not specified,1 year,"renaissance university, indore",5.925531104850377,80.61120840630473,0.0,819.28,https://www.collegesearch.in/colleges/renaissance-university
bachelor of business management (bbm),not specified,3 years,"reva university, bangalore",5.925531104850377,80.61120840630473,0.0,1265.06,https://www.collegesearch.in/university/reva-university-bangalore
bachelor of technology (b.tech),not specified,4 years,"reva university, bangalore",5.925531104850377,80.61120840630473,0.0,14759.04,https://www.collegesearch.in/university/reva-university-bangalore
bachelor of technology (b.tech),not specified,4 years,"reva university, bangalore",5.925531104850377,80.61120840630473,0.0,14759.04,https://www.collegesearch.in/university/reva-university-bangalore
master of technology (m.tech),not specified,2 years,"reva university, bangalore",5.925531104850377,80.61120840630473,0.0,3867.47,https://www.collegesearch.in/university/reva-university-bangalore
bachelor of technology (b.tech),not specified,4 years,"revathy institute of engineering and technology, tiruvannamalai",5.925531104850377,80.61120840630473,0.0,2475.9,https://www.collegesearch.in/colleges/revathy-institute-of-engineering-and-technology-tiruvannamalai
master of business administration(mba),not specified,2 years,"rg kedia college of commerce, hyderabad",5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/colleges/rg-kedia-college-of-commerce-hyderabad
bba - real estate & urban infrastructure,not specified,3 years,"rics school of built environment, noida",5.925531104850377,80.61120840630473,0.0,10060.24,https://www.collegesearch.in/colleges/rics-school-of-built-environment-noida
mba in construction economics & quantity surveying,not specified,2 years,"rics school of built environment, noida",5.925531104850377,80.61120840630473,0.0,12650.6,https://www.collegesearch.in/colleges/rics-school-of-built-environment-noida
b.tech(hons.),not specified,4 years,"rimt university, chandigarh",5.925531104850377,80.61120840630473,0.0,5783.13,https://www.collegesearch.in/colleges/rimt-university
bachelor of business administration (bba),not specified,3 years,"rimt university, chandigarh",5.925531104850377,80.61120840630473,0.0,2710.84,https://www.collegesearch.in/colleges/rimt-university
master of business administration(mba),not specified,2 years,"rimt university, chandigarh",5.925531104850377,80.61120840630473,0.0,2867.47,https://www.collegesearch.in/colleges/rimt-university
master of technology (m.tech),not specified,2 years,"rimt university, chandigarh",5.925531104850377,80.61120840630473,0.0,1985.54,https://www.collegesearch.in/colleges/rimt-university
bachelor of technology (b.tech),not specified,4 years,"rishi chadha vishvas girls institute of technology, ghaziabad",5.925531104850377,80.61120840630473,0.0,963.86,https://www.collegesearch.in/colleges/rishi-chadha-vishvas-girls-institute-of-technology-ghaziabad
master of business administration(mba),not specified,2 years,"rishi chadha vishvas girls institute of technology, ghaziabad",5.925531104850377,80.61120840630473,0.0,963.86,https://www.collegesearch.in/colleges/rishi-chadha-vishvas-girls-institute-of-technology-ghaziabad
bachelor of technology (b.tech),not specified,4 years,"rishi chadha visvas girls institute of technology, ghaziabad",5.925531104850377,80.61120840630473,0.0,1398.19,https://www.collegesearch.in/colleges/rishi-chadha-visvas-girls-institute-of-technology-ghaziabad
master of business administration(mba),not specified,2 years,"rishi chadha visvas girls institute of technology, ghaziabad",5.925531104850377,80.61120840630473,0.0,1224.1,https://www.collegesearch.in/colleges/rishi-chadha-visvas-girls-institute-of-technology-ghaziabad
bachelor of technology (b.tech),not specified,4 years,"rishi institute of engineering & technology, meerut",5.925531104850377,80.61120840630473,0.0,3469.88,https://www.collegesearch.in/colleges/rishi-institute-of-engineering-technology-meerut
master of business administration(mba),not specified,2 years,"rishi institute of engineering & technology, meerut",5.925531104850377,80.61120840630473,0.0,1734.94,https://www.collegesearch.in/colleges/rishi-institute-of-engineering-technology-meerut
bachelor of business administration (bba),not specified,3 years,"rishihood university, sonepat",5.925531104850377,80.61120840630473,0.0,16265.06,https://www.collegesearch.in/university/rishihood-university
master of business administration(mba),not specified,2 years,"rishihood university, sonepat",5.925531104850377,80.61120840630473,0.0,12048.19,https://www.collegesearch.in/university/rishihood-university
post graduate diploma in management - pgdm,not specified,2 years,"ritee business school (ribs), raipur",5.925531104850377,80.61120840630473,0.0,2409.64,https://www.collegesearch.in/colleges/ritee-business-school-ribs-raipur
bachelor of engineering,not specified,4 years,"rizvi college of engineering - rcoe, mumbai",5.925531104850377,80.61120840630473,0.0,3975.9,https://www.collegesearch.in/colleges/rizvi-college-of-engineering-mumbai
bms,not specified,3 years,"rizvi education societys rizvi college of arts science and commerce, mumbai",5.925531104850377,80.61120840630473,0.0,576.57,https://www.collegesearch.in/colleges/rizvi-education-societys-rizvi-college-of-arts-science-and-commerce-mumbai
master in management studies (mms),not specified,2 years,"rizvi institute of management studies and research, mumbai",5.925531104850377,80.61120840630473,0.0,1266.7,https://www.collegesearch.in/colleges/rizvi-institute-of-management-studies-and-research-mumbai
bachelor of business administration (bba),not specified,3 years,"rk university, rajkot",5.925531104850377,80.61120840630473,0.0,1445.78,https://www.collegesearch.in/university/rk-university-rajkot
bachelor of technology (b.tech),not specified,4 years,"rk university, rajkot",5.925531104850377,80.61120840630473,0.0,3132.53,https://www.collegesearch.in/university/rk-university-rajkot
bachelor of technology (b.tech),not specified,4 years,"rk university, rajkot",5.925531104850377,80.61120840630473,0.0,3132.53,https://www.collegesearch.in/university/rk-university-rajkot
master of business administration(mba),not specified,2 years,"rk university, rajkot",5.925531104850377,80.61120840630473,0.0,1783.13,https://www.collegesearch.in/university/rk-university-rajkot
master of technology (m.tech),not specified,2 years,"rk university, rajkot",5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/university/rk-university-rajkot
master of technology (m.tech),not specified,2 years,"rk university, rajkot",5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/university/rk-university-rajkot
bachelor of business administration (bba),not specified,3 years,"rkdf university, bhopal",5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/university/rkdf-university
bachelor of engineering,not specified,4 years,"rkdf university, bhopal",5.925531104850377,80.61120840630473,0.0,3132.53,https://www.collegesearch.in/university/rkdf-university
master of business administration(mba),not specified,2 years,"rkdf university, bhopal",5.925531104850377,80.61120840630473,0.0,1204.82,https://www.collegesearch.in/university/rkdf-university
master of technology (m.tech),not specified,2 years,"rkdf university, bhopal",5.925531104850377,80.61120840630473,0.0,1807.23,https://www.collegesearch.in/university/rkdf-university
advance diploma course in advance cnc and cad / cam,not specified,2 years,"rkdf university, ranchi",5.925531104850377,80.61120840630473,0.0,2590.36,https://www.collegesearch.in/colleges/rkdf-university-ranchi
b.b.a(finance & accountancy),not specified,3 years,"rkdf university, ranchi",5.925531104850377,80.61120840630473,0.0,2530.12,https://www.collegesearch.in/colleges/rkdf-university-ranchi
bachelor of technology (b.tech),not specified,4 years,"rkdf university, ranchi",5.925531104850377,80.61120840630473,0.0,5301.2,https://www.collegesearch.in/colleges/rkdf-university-ranchi
master of business administration(mba),not specified,2 years,"rkdf university, ranchi",5.925531104850377,80.61120840630473,0.0,3373.49,https://www.collegesearch.in/colleges/rkdf-university-ranchi
bachelor of business management (bbm),not specified,3 years,"rkinstitute of management & computer science, bangalore",5.925531104850377,80.61120840630473,0.0,1596.39,https://www.collegesearch.in/colleges/rkinstitute-of-management-computer-science-bangalore
master of business administration(mba),not specified,2 years,"rkinstitute of management & computer science, bangalore",5.925531104850377,80.61120840630473,0.0,4855.42,https://www.collegesearch.in/colleges/rkinstitute-of-management-computer-science-bangalore
master of business administration(mba),not specified,2 years,"rl institute of management studies, madurai",5.925531104850377,80.61120840630473,0.0,1886.39,https://www.collegesearch.in/colleges/rl-institute-of-management-studies-madurai
bachelor of engineering,not specified,4 years,"rmd engineering college, thiruvallur",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/rmd-engineering-college
master of engineering,not specified,2 years,"rmd engineering college, thiruvallur",5.925531104850377,80.61120840630473,0.0,602.41,https://www.collegesearch.in/colleges/rmd-engineering-college
bachelor of business administration (bba),not specified,3 years,"rnb global university, bikaner",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/rnb-global-university
master of business administration(mba),not specified,2 years,"rnb global university, bikaner",5.925531104850377,80.61120840630473,0.0,2168.67,https://www.collegesearch.in/colleges/rnb-global-university
ba art,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba art history,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba communication studies,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba creative writing,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba criminal justice,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba education licensure,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba education studies,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba french,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba health & physical education,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba history,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba human services,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba international relations,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba literary studies,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba philosophy,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba political science,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba public policy,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba religious studies,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba screen studies,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba sociology,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba spanish,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
ba theatre,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc accounting,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc actuarial science,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc biochemistry,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc biology,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc biotechnology,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc business administration,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
bsc chemistry,english,4 years,roanoke college,6.0,68.0,0.0,148480.0,not specified
